date,snaive,ma5,ma7,ma9,ma12,ets,stl,tbats,nn,arimax,dynreg,stlf,avg
2012-06-15,981.763362583374,1882.36171186286,1876.73847036703,1820.55813873441,1861.29977465545,2040.55153906573,1380.41795588602,1941.25535338366,2051.30280064243,1763.81956786507,1274.61752926501,1310.79130676567,1682.12312592306
2012-06-22,2064.59450652989,1984.33370108856,2077.21019008045,1762.67672978782,1845.56159682011,2044.58711767397,1911.75446950484,1982.87884386319,1914.16736511487,1799.58711989694,1818.31039667198,1884.33640828852,1924.16653711009
2012-06-29,1110.48210151183,2090.36623907852,2140.90596574021,1939.24056978937,1830.19400066882,2048.33871474139,1546.51710535111,2049.76813894485,2441.70356907838,1842.17740179151,1432.38179621481,1468.80761723781,1828.40693501239
2012-07-06,2614.42962296898,2199.92833927509,1948.61293335459,2040.62037934472,1794.61305189119,2046.10488184864,2718.52617096285,2148.96944124413,1878.17742218374,2156.83077704778,2636.51900596342,2682.11612400243,2238.78734584063
2012-07-13,2357.62339928126,1882.36270242809,1933.27053499232,1906.85210558476,1749.41323549574,2038.3866873965,2548.84204758517,2114.33738498039,1717.63649771649,2074.25211367554,2565.07495174536,2655.87100418032,2128.6602220885
2012-07-20,880.399436778638,1637.31642053181,1650.05229020935,1615.19301468968,1673.6519167651,2013.80677805971,1279.83003697437,2046.21771794358,1800.30307445947,1833.65630626313,1383.48285320478,1540.09205653675,1612.83349186803
2012-07-27,1993.62068482226,1571.44343351371,1571.51478616329,1732.65116752293,1768.11211421783,2011.40612046506,2250.58540125902,2030.75087269312,1922.2103303102,1789.77366660367,2152.2934341707,2192.72150198877,1915.59029281088
2012-08-03,1089.99780226202,1175.52428618626,1513.54820681498,1707.56023389272,1881.77573697159,1989.92830542698,1103.23547134763,1968.08896931674,2054.64118157143,1902.41058127877,1139.14993963335,1255.10508720615,1565.08048349239
2012-08-10,665.01906309305,1206.92459459625,1455.88675235188,1656.55544387579,1841.36023922687,1977.70723680263,1027.19862454924,1216.36537596262,1977.46020392585,1410.26529037695,986.381347351991,1051.00763849482,1372.677650884
2012-08-17,496.056627423254,1500.51676912489,1657.64294788706,1688.72669546752,1807.20742634182,1967.00930583931,1456.75121749513,1535.71967402729,1742.96454294574,1443.3768155011,1461.14363804616,1537.59857240442,1524.55951937531
2012-08-24,2394.46774800624,2000.6434007648,1759.48126549321,1806.84405733546,1763.38115927895,1425.54503937707,2260.04474363311,1745.99251111411,1355.03116643069,1237.07780444164,2328.13787265411,2405.79222470118,1873.53658276921
2012-08-31,2455.82794092998,2016.59265602233,1778.30071304491,1711.80660322109,1711.00137032581,1958.29320802572,1883.53808673679,2270.1496295016,1096.38851254888,943.017948726216,1905.34972128442,1925.38334685513,1804.63747810191
2012-09-07,3158.43619593951,2180.65637979463,1999.99326741741,1604.77078950089,1692.19677487946,1525.33126359256,2920.63156498038,2456.82841561971,1813.72488642414,2311.81905205582,2954.53850796115,2995.89779477961,2301.23540774544
2012-09-14,3080.96605285159,2045.33258898387,1831.77137094386,1775.75194426052,1710.8463750068,1963.28082282033,2362.35924331632,2415.24009747579,820.680019235863,2391.06301081484,2308.74114511771,2373.67608551886,2089.97572969553
2012-09-21,1721.14145551635,1944.6746560162,1942.26026633998,1949.83208410805,1769.1494322902,1964.0968107591,2234.76607256647,2114.57320464789,2991.9975650312,2450.95325770788,2106.91378103935,2153.02188668256,2111.94837272544
2012-09-28,2053.60018632224,1833.434295756,1937.17745051072,1875.7434968819,1856.64204127037,1976.44453124867,2047.2454461925,2087.07001575927,1871.45647117226,2639.16532059742,1939.80564890983,2018.04383091836,2011.31906129496
2012-10-05,879.330802007715,1808.85249766069,1968.381845442,2072.48331866609,1997.75191145804,1979.50385716241,835.710138172883,1918.44652581598,2987.60700828591,1611.69559781329,690.062066044053,720.450622611763,1622.5230159284
2012-10-12,2075.24775450152,2173.49347991693,2068.18869831166,2206.55304348664,2181.71419989186,1994.47881306363,2902.42621765216,1732.415963828,2845.38404433249,1676.5853337946,2729.78606180478,2686.64620562621,2272.74331801754
2012-10-19,1630.89346209214,2445.30098245203,2279.7315522557,2340.28746417827,2192.59044992708,2027.04883584671,1135.18276362507,1948.94865628481,2053.1906660483,2175.46778730407,1171.12242158246,1216.44254332952,1884.68396541051
2012-10-26,2366.68893608074,2576.56180781442,2562.14731903392,2254.32043555774,2180.96703745989,2153.10728814811,2588.43999288182,2134.14850469747,1870.27303603445,1875.40177247318,2564.41189587216,2523.27500255201,2304.14525238383
2012-11-02,3071.25577897545,2807.34488491436,2604.97829273432,2279.07461629793,2250.3171543897,2003.45523214586,2174.57572368433,2568.32901836801,1892.34855369536,2536.46370814735,2233.89523103834,2264.55967380178,2390.5498223494
2012-11-09,3066.82317141348,2575.61489679932,2430.83503679597,2386.10412916916,2251.90723086378,1998.19377750774,2654.76961797827,2473.9888441746,1856.75829736799,2491.95805917839,2693.78975225072,2717.71892803387,2466.53847846111
2012-11-16,4610.19240035402,2356.19726832084,2552.34505748469,2521.7187404242,2275.81873416294,2018.58496868165,3124.93027693337,3386.61769563049,2246.46806928128,2644.6245486064,2924.61609004065,3040.77988444307,2808.57447786363
2012-11-23,1600.43320548145,2095.10647897647,2270.17032453337,2368.7692331776,2267.73109247601,2020.84901451927,1972.70689375622,2577.16045944357,3118.75069259289,2771.3691448677,1856.81655472159,1905.65375042883,2235.45973708125
2012-11-30,2066.30521509351,1956.47550310154,2139.80872452767,2296.78922570501,2292.57101427686,2021.35445892297,2150.60653523329,2079.01061069926,2308.54178000584,2667.88639900499,2082.60671463758,2268.96325692372,2194.24328651102
2012-12-07,3611.74102255228,1601.68811814484,1878.80780603249,2079.10569201545,2307.8201200737,2012.83517059281,2246.55134799259,1836.54545722898,1898.06133862634,2051.7604275082,2172.90485167331,2343.22724195168,2170.08738286606
2012-12-14,2444.29197765669,1709.47697203066,1578.94161546526,1903.64076493223,2263.84464694736,2008.93283316141,1935.24971386569,1917.32025070929,1670.72822556118,2087.20995748181,1552.92880892016,1808.05780556208,1906.71863102448
2012-12-21,2432.90245157051,1437.25602907199,1661.35946755206,1736.13107045171,2186.53583684095,2017.03733791198,2081.27250031885,2151.43731687225,1813.32554688432,2242.84413812988,1794.52749198599,1969.51586435745,1960.34542099566
2012-12-28,1773.06462357697,1746.18829222381,1815.13293590184,1807.37907578911,2033.86690697803,2030.84028766294,1705.83525534252,2166.36588970186,1514.80164906459,2195.15864472601,1283.65050919504,1494.49746184484,1797.23179433396
2013-01-04,1765.25673488242,1697.33567304507,1655.87225596736,1748.31965064494,1923.46555717974,2012.80185898393,2487.72189574044,2135.12745534287,1921.07815061815,2337.78981322946,2147.85256258868,2309.69570817027,2011.85977636611
2013-01-11,3197.28748309352,1921.78861360245,1850.89295092147,1865.9362983644,1885.26781093995,2042.04402705464,1993.84497029027,2040.6600947024,2803.55776798076,2060.13600350596,1561.28503181032,1724.09157069246,2078.89938524655
2013-01-18,2019.07431736575,1820.05774721133,1732.80816789108,1764.41839966703,1851.84201756266,2040.78033518133,2603.26787417715,2271.99964535763,2045.62238421749,2124.6258725028,2235.49740472944,2314.07315074509,2068.67227638406
2013-01-25,1979.01567357933,2017.72265915335,1898.27205610241,1865.47573354591,1776.21660456629,2136.85171233499,1618.9294879403,1847.36866369483,2077.27671860263,2299.02066727023,1476.96090015394,1601.85366371761,1882.91371172182
2013-02-01,863.255754680254,1823.27555228372,2016.70752516541,1946.48719380213,1771.80568468468,2042.31913716309,1636.78683096486,1698.10713655777,1568.43354356132,1939.95367086745,1238.85629768777,1324.01203855627,1655.83336383122
2013-02-08,1572.68547884766,2046.61857940842,2084.95220197287,1982.22104620484,1822.25217414031,2035.74888389385,1875.86264591067,1202.99349438381,1823.88114993348,1855.79617414598,1638.42897806616,1761.58973194411,1808.58587823768
2013-02-15,1561.58217755122,2057.73916007385,2095.64683628056,1921.7149188292,1886.85183535541,2033.51465566639,2175.35944555249,1715.36502224777,1510.09185987879,1817.23558421626,1891.84243103643,2040.65212205982,1892.29967072901
2013-02-22,1919.18203459164,2208.56463658299,2109.16740165233,2041.49963010554,1912.31690540877,2031.11062228726,1942.5088427328,2126.24831572503,1845.48668338828,1723.60836565159,1668.10897002907,1813.07954361209,1945.07349598062
2013-03-01,2194.67011528174,2430.25670235557,2135.68436082616,2067.88957468701,1933.94505350702,2169.15792056743,3095.20311894647,2453.14955596773,2026.98995855232,2367.97299025606,2797.22424138883,2913.94606794514,2382.17413835679
2013-03-08,1601.81248296965,2453.43559108062,2146.89259984545,2153.74963074588,1954.48758333405,2034.8303502618,2152.82063642615,2492.67339280852,1787.1663367898,2357.73949812289,2015.17382691947,2170.1664410717,2110.07903086466
2013-03-15,1844.60184791625,2187.65824183727,2136.04156833062,2093.92605899684,1944.36948324269,2014.35829620515,1912.00188267279,2316.13802483963,1965.59115065526,2257.77056627748,1837.12222595497,1967.43058506037,2039.75082766578
2013-03-22,2564.00099430462,1853.35100968535,2032.93787454053,1938.57207916573,1944.92129387085,1996.71543698023,2478.42169065857,1722.8592105212,1697.63710457095,2159.5765521598,2428.35216719276,2552.33994018315,2114.14044615281
2013-03-29,1628.50785467592,1956.77271932339,1985.62621754451,1994.58617539033,1973.19381370864,2004.12099485007,1477.91758690819,1687.2537391441,1028.7958539645,1856.64437271594,1353.11955151472,1431.55880518665,1698.17480707725
2013-04-05,1261.94439612413,1850.74264215604,2006.93813770216,1985.64563821767,2029.01938058323,2006.27168669609,1447.94719134677,1767.5643715959,1915.87603841292,1500.96879330712,1241.54512358601,1265.49996104172,1689.99694673081
2013-04-12,2379.38372266763,1993.23482030677,2064.55711969174,2202.66342862968,2059.99025167715,2017.90205198736,2203.15357048994,2174.00567603449,1916.97303637309,1663.24103315992,1993.57050809133,2004.99085195829,2056.13883925561
2013-04-19,593.848689987166,1965.83908575594,2112.01519915341,2182.65093484823,2127.98327771157,2020.91885172081,1691.62151517474,1962.83811465757,1790.48452941731,1879.23005713475,1725.53250942107,1631.94442131241,1807.07559885791
2013-04-26,1493.91122840271,2432.40216727402,2114.39606244481,2116.5189575021,2156.4632394493,2017.18532387156,1825.25253285839,1957.26148506802,1585.35587954514,1891.0025368902,1845.007639966,1912.91095615067,1945.63900078524
2013-05-03,1451.63264185549,2341.64353361048,2244.34351451068,2142.03918590377,2110.38693263578,2010.70584019067,2128.03155319175,2236.17875828384,1935.14943557641,2141.44220601439,2137.56339895522,2125.93230592548,2083.75410888783
2013-05-10,4011.92501147728,2338.0114029635,2288.22688099071,2113.16247739498,2080.89919975406,2036.02918295761,2893.93792014046,2340.6451891712,2867.03004426587,2245.1524614872,2932.73737025829,2921.11152110523,2589.0723884972
2013-05-17,1427.28191588632,2125.65860491169,2144.09333698711,1960.04680452648,2025.25549611352,2003.19507534457,1663.4128689534,2175.71552684959,1956.37655860549,2157.70887758668,1701.37306552255,1666.72935461705,1917.23729049204
2013-05-24,2157.0904376581,2158.24180520678,2022.01443050835,2143.40468411876,1905.82158634976,2003.11891527459,2134.40081784577,2083.57766041129,2002.69801472934,2250.47786813441,2172.95416065589,2183.66016318034,2101.45504533945
2013-05-31,2643.60270099129,1874.76235447625,2026.6302889263,2082.71339807827,1804.42204644284,2007.18821981555,2089.11480750621,1896.01919252328,2165.22187276375,2202.25211167443,2052.3163892449,2050.87609349806,2074.59328966176
2013-06-07,1502.63719713841,1566.37992761446,1779.64959992894,1867.70797638469,1772.05800520935,1995.53369933691,1947.61139295806,1711.81681397136,1665.99356677823,2018.71267098455,1970.40942289964,2006.14832607406,1817.05488327322
2013-06-14,1476.80225338728,1754.74551421592,1823.48831147872,1668.23463875976,1810.34862263548,2013.27157602984,1297.26655077221,1448.29681804141,3181.25824029173,1659.89870853592,1223.94391394451,1223.60656198226,1715.09680917292
2013-06-21,2097.87735931765,1973.65259461055,1741.30557570688,1833.26670972313,1853.89537793443,2007.91930771522,2375.74080655249,2116.83121730292,3132.06609516027,1876.87245490481,2206.98728095554,2105.79577465013,2110.18421287783
2013-06-28,1602.37579372324,1783.45367592194,1720.44557864087,1655.04597433471,1829.65100250465,2031.46914843802,1419.08869907367,2146.69537866609,1881.6530697003,2234.38757153124,1388.82444689299,1353.90926796747,1753.9166339496
2013-07-05,1085.89474066563,2004.30267695789,1723.72771954851,1594.38336879734,1774.5876710208,2055.73614922588,1988.39130542638,2126.83157754783,1559.27249760265,1455.91694375306,1944.82526484012,1855.3511104263,1764.10175215103
2013-07-12,162.18800552104,2079.76331595692,1722.05361108125,1628.19373437615,1781.38624497655,2042.75516436319,1212.44792165177,1620.8271290822,1210.70210507956,1474.15198503762,1321.08244269016,1249.30848629764,1458.7383455095
2013-07-19,2898.61450222234,1948.19868052858,1770.13233168852,1880.07023584251,1832.77383923451,2042.48377644753,2023.8980912355,1653.10301913607,2587.95754969948,1366.1799773619,2078.00910676589,1930.67380764645,2001.00790981744
2013-07-26,0,1385.83319972087,1782.73773163282,1851.94171596584,1871.67778512341,2036.28172159862,1088.10874124914,1033.68675895554,1727.2128435736,1479.01074734294,1222.85010316009,1036.53507121421,1376.32303496142
2013-08-02,1240.44293049485,1772.46752884399,1983.57308544946,1956.97597055829,1921.72354457103,2040.64733930231,1119.53078454396,970.343687941793,1835.23363456347,1190.47521097979,1339.5418719002,1307.88016747847,1556.56964638563
2013-08-09,409.397212489678,1655.78064979022,1979.72413351645,2180.71857148261,2039.23222355512,2032.13986372941,563.31280527522,806.883491660215,1034.48135845489,1183.76649216999,778.892811392163,748.057468665037,1284.36559018175
2013-08-16,922.659437016141,2042.85492028461,2170.41793886552,2316.07910323812,2228.48468073061,2041.16990870809,1043.28527560636,1755.58916741921,1824.92724089564,1266.52032688088,1021.31963330136,1029.88812975928,1638.59964689215
2013-08-23,2229.78430546481,2389.68283156145,2556.07623128229,2364.29594521876,2475.72838262115,2060.45813994228,2916.78111967809,2208.88039068319,1984.91200826298,1470.11149805149,2705.53081643949,2781.12156646766,2345.28026963947
2013-08-30,1266.45177255999,2805.70009266992,2568.71310464332,2549.01050733394,2653.49679164631,2068.60008152114,1964.64366548679,2389.06726642336,1810.79207912429,1554.40644009701,2129.69782150306,2116.09207712113,2156.38930834419
2013-09-06,3040.19334035957,2931.86224829072,2624.72225326123,2652.50949467621,2706.37192734891,2067.29045394055,3275.94288172395,2587.85817564858,2096.94312824683,2685.92184308086,3422.32041426361,3389.30788810196,2790.10367074525
2013-09-13,2938.36593376528,2765.28471868259,2720.35236949295,2650.74673496131,2648.53830469359,2062.02765054064,2979.54556981333,2545.14636463787,2386.1631477107,2623.13457440209,3304.8203169237,3227.57684032125,2737.64187716211
2013-09-20,2760.41332351097,2605.17324963733,2495.34595048267,2530.50127231482,2610.28285567779,2053.12886505128,2117.26108703372,2131.68523785987,1977.21730331961,2524.79617429521,2533.56950582056,2425.97210681866,2397.11224431854
2013-09-27,2964.35215853554,2071.07370042133,2494.63164344064,2599.02871059631,2673.84947196283,2041.98746582853,2471.89243553511,2102.37353867899,2597.54198790958,2393.98404330713,2809.29377634992,2680.83649808488,2491.7371192209
2013-10-04,2900.23019606987,2081.97531233871,2351.25213513729,2530.16036370496,2687.65786887872,2050.0716400836,1933.43982500867,2349.16621620974,1990.61164407126,1995.83683506489,2159.60191197566,1953.00231582341,2248.5838553639
2013-10-11,1975.48377455767,1852.40584982195,2206.10606747258,2498.81924767795,2604.65412185471,2046.82151401821,2055.30196953504,1852.28357498206,1969.63111747839,2003.20786827565,2248.27876965332,2065.99793094048,2114.91598385567
2013-10-18,2174.4230244981,2142.48571677358,2440.70162459919,2561.75303668257,2540.68633257749,2065.21764960236,1971.0488054316,2393.43400769763,1882.33192816261,2182.40097727821,2090.11461647062,1929.76940870864,2197.86392737355
2013-10-25,1964.39673071134,2456.60752525163,2298.60165939795,2366.01458595671,2528.12384417724,2085.33172716796,2193.71582008939,2588.95889336197,2084.51521661799,2145.32005334789,2326.7422415262,2181.41459404801,2268.31190763786
2013-11-01,1969.77684436647,2555.85602321217,2359.4941208141,2337.03866357077,2471.53931177951,2033.26788478431,2423.46536802825,1995.24024762361,2013.13567385885,2567.74283523566,2631.42523646623,2519.01719388521,2323.08328363543
2013-11-08,3588.41301607496,2394.53506108326,2297.71432781976,2204.23388175956,2355.51990077881,1932.14170366512,3157.84574928853,1966.66486247147,2871.54409707314,2426.11170580912,3396.53201466868,3322.52245389876,2659.4815645326
2013-11-15,2502.59078797066,2300.83961741524,2241.17000741311,2064.7612353207,2137.0834944916,2036.81834074787,3368.25089750115,1961.96190137086,2074.22401116544,2363.45030654281,3617.93070158999,3544.44220271434,2517.79362535365
2013-11-22,1393.78649790767,2068.76451549194,2007.11171215751,2031.27870457607,1945.15995072254,2015.5167141942,330.390638599529,1918.25350165583,3051.35217012393,2218.42019924331,1267.04840846435,1021.06835954594,1772.34594772357
2013-11-29,1306.41381457674,1669.02962122667,1953.81265351624,1929.13627873852,1888.42569968558,1982.44211165695,1628.22833422852,1869.96473194927,1913.07620076273,1734.56578891449,1774.24201835776,1696.27315902942,1778.80086772024
2013-12-06,2910.23029965849,1731.74026148041,1826.29023939014,2008.36634754964,1878.91933705723,1985.90588660224,3204.44938845793,1859.87130012349,2446.68995134391,2304.15745005496,3341.68700487608,3269.75518236409,2397.33855407988
2013-12-13,1275.01968380174,1656.42074474302,1769.61907610339,1897.64853638158,1841.64912088609,1645.99773297269,1220.83783172013,2087.13249127587,1870.28339559649,2287.66951502006,2027.00592297685,1475.31411561422,1754.54984725768
2013-12-20,2661.9162613291,2152.49086154585,1951.84103641992,1766.93568794643,1794.06727579457,1970.21017336739,2514.83892690241,1992.45618703679,1377.65410293117,2158.06128669903,2707.23653320844,2500.51158020164,2129.01832611523
2013-12-27,1561.94551525536,2129.41920135186,1771.04885042176,1703.33752445042,1724.49491983146,1954.64761652011,1300.43997192736,1883.83324609438,2073.44703448984,1991.98799630596,1757.96693851066,1480.77488958589,1777.77864206209
2014-01-03,2912.81129982733,2325.5421816667,1994.80136762899,1847.35615482276,1776.20705914494,1968.24897089024,2652.04748910247,2698.77609960697,1958.44820019743,2327.41090144313,2581.2285993572,2546.23227909515,2299.09255023194
2014-01-10,3091.14782611679,2099.81044572231,2003.70582175687,1766.19071242194,1865.75681102101,1975.70731931589,3174.49423088681,2339.92702543158,2698.85502446851,2248.64903698049,3296.98716222213,3176.13592506214,2478.1139451172
2014-01-17,1140.73387250161,2100.88946392307,1898.49972544635,1871.8408655053,1790.45698325004,1969.8488651199,1418.98144930556,2034.29484190091,1732.98872650666,2295.12816865664,1648.5942349935,1593.45042077505,1791.30896815705
2014-01-24,2513.96000417317,1725.62408861923,1929.81443393142,1953.75137640279,1763.07639318903,1955.46611274983,2199.81655620221,2020.30495729579,2073.93785758094,2115.60077496423,2352.3854242456,2188.31091342674,2066.00407439842
2014-01-31,1182.53620037424,1702.48563486006,1924.32858217306,1938.47137877204,1725.07520449063,1949.60798918183,833.228230194311,1832.69786825157,1951.7835462473,2048.55907136201,1117.17308343109,927.128453164571,1594.42293687523
2014-02-07,1952.25954277999,1614.91955154732,1705.47434200521,1823.43093217107,1728.52005882704,1939.78924531787,1614.05065414978,1729.84895817374,1082.43858667907,1931.35925676997,1854.68735914466,1675.29530169658,1721.00614910519
2014-02-14,2336.00081102598,1808.42301578863,1980.29500935144,1836.04834573333,1835.08295860209,1951.92544542029,1896.71313091251,1738.42938750633,314.128048332385,1931.12497759122,2047.54443602562,1891.73048407432,1797.28717086368
2014-02-21,2828.95280195692,1788.95159183367,1569.20374382979,1751.740865103,1862.2530833441,1943.4790253265,2097.98002237416,1835.97130519619,1980.58811518699,1826.71948185598,2474.40147843678,2215.63398566044,2014.65629167538
2014-02-28,2389.90720819497,1473.2229676302,1592.1706314162,1699.76269073595,1800.20638573618,1933.61224968709,1780.0620784478,1751.1002690342,1720.84053786328,1692.93672377206,2199.00991526601,1976.30298416117,1834.09455349543
2014-03-07,1597.68984758278,1831.74198418176,1906.04384434237,1740.18273981673,1800.14764959128,1954.13823010579,1775.59263194487,1762.40394906116,1140.47732814902,2071.06681414797,1628.75807932208,1620.25385652931,1735.70807956459
2014-03-14,1003.88137498418,1829.30827217891,1810.60044278923,1776.10042122377,1863.75356274609,1958.7283840422,1516.38810831876,2268.42711360483,1955.377622391,2056.57558887941,1415.72942248554,1430.81054113164,1740.47340456463
2014-03-21,3008.91554807693,2081.35628807356,1925.1045392081,1973.83797256986,1951.57531013254,1966.07523776187,2904.61330798592,2375.65704930716,1746.19847103434,2177.86988715981,2841.6880358008,2815.07204134945,2313.99697403836
2014-03-28,2876.68086749028,2201.83112124577,1875.04130029037,1934.09339423526,1967.49376078261,1980.95676916956,2371.30060733519,2327.88610146676,1841.54700330403,2334.763184456,2338.49830626901,2294.33465642406,2195.36892270574
2014-04-04,2515.20187239876,2266.54158842371,1930.74646561462,1896.91408993004,1897.24645130758,1974.61839879215,1903.99859256355,2300.27165021602,1218.06056668297,1678.14061443651,1913.89801859331,1915.38076134833,1950.91825585896
2014-04-11,1625.29136658199,2059.49677979747,2182.86465375017,2053.5312114504,1931.22710581926,1989.28821089625,2154.58030941586,2331.77867854088,2019.09732853014,1515.75711100432,2062.49876757786,2030.68781527811,1996.34161155356
2014-04-18,1190.08348796067,2040.41125688702,2272.44245922293,2028.90073383342,1903.15819287535,1981.42536525229,706.271485701007,1771.03017939639,4558.37232497438,1973.86456413808,781.523688473673,879.94075500559,1840.61870781007
2014-04-25,2365.46015136901,1805.07025705152,2102.14043778321,2083.52480442134,1910.65353608553,1976.31054074892,2020.92301559067,1559.48539176183,1969.155167443,1626.03074869745,1942.29483618835,1955.95776264278,1943.08388748197
2014-05-02,1984.55411915916,1944.34972682626,2143.61951719449,2211.12558245902,2039.49728126144,1995.51841839614,1867.26875568976,1876.75596261907,1285.48638233421,1967.11520764428,1605.40253324847,1740.20227180375,1888.40797988634
2014-05-09,2233.69869381254,2451.26962079988,2092.97794292906,2246.67438933795,2077.41670265764,2014.97146762101,3321.45181969424,2063.5698043377,2076.67580455157,1971.18977370567,3167.26564733689,3145.93241798659,2405.25784039756
2014-05-16,1784.42124418518,2171.1290811781,2207.99374439069,2280.5747563183,2041.13848362614,2018.36607558916,1420.07974876877,2177.54699140528,2817.7894089674,2334.88253700974,1750.2090764796,1596.93196865743,2050.08859304798
2014-05-23,2330.46793375032,2292.17359958774,2280.62336695516,2079.25949225315,2075.82072200672,2001.09078904945,2358.63043381238,2301.64646009514,2842.03667353135,2045.02421874287,2295.43608797505,2283.51483861843,2265.47705136481
