"date","pcs"
2011-11-04,3071.25577897545
2011-11-11,3066.82317141348
2011-11-18,4610.19240035402
2011-11-25,1600.43320548145
2011-12-02,2066.30521509351
2011-12-09,3611.74102255228
2011-12-16,2444.29197765669
2011-12-23,2432.90245157051
2011-12-30,1773.06462357697
2012-01-06,1765.25673488242
2012-01-13,3197.28748309352
2012-01-20,2019.07431736575
2012-01-27,1979.01567357933
2012-02-03,863.255754680254
2012-02-10,1572.68547884766
2012-02-17,1561.58217755122
2012-02-24,1919.18203459164
2012-03-02,2194.67011528174
2012-03-09,1601.81248296965
2012-03-16,1844.60184791625
2012-03-23,2564.00099430462
2012-03-30,1628.50785467592
2012-04-06,1261.94439612413
2012-04-13,2379.38372266763
2012-04-20,593.848689987166
2012-04-27,1493.91122840271
2012-05-04,1451.63264185549
2012-05-11,4011.92501147728
2012-05-18,1427.28191588632
2012-05-25,2157.0904376581
2012-06-01,2643.60270099129
2012-06-08,1502.63719713841
2012-06-15,1476.80225338728
2012-06-22,2097.87735931765
2012-06-29,1602.37579372324
2012-07-06,1085.89474066563
2012-07-13,162.18800552104
2012-07-20,2898.61450222234
2012-07-27,0
2012-08-03,1240.44293049485
2012-08-10,409.397212489678
2012-08-17,922.659437016141
2012-08-24,2229.78430546481
2012-08-31,1266.45177255999
2012-09-07,3040.19334035957
2012-09-14,2938.36593376528
2012-09-21,2760.41332351097
2012-09-28,2964.35215853554
2012-10-05,2900.23019606987
2012-10-12,1975.48377455767
2012-10-19,2174.4230244981
2012-10-26,1964.39673071134
2012-11-02,1969.77684436647
2012-11-09,3588.41301607496
2012-11-16,2502.59078797066
2012-11-23,1393.78649790767
2012-11-30,1306.41381457674
2012-12-07,2910.23029965849
2012-12-14,1275.01968380174
2012-12-21,2661.9162613291
2012-12-28,1561.94551525536
2013-01-04,2912.81129982733
2013-01-11,3091.14782611679
2013-01-18,1140.73387250161
2013-01-25,2513.96000417317
2013-02-01,1182.53620037424
2013-02-08,1952.25954277999
2013-02-15,2336.00081102598
2013-02-22,2828.95280195692
2013-03-01,2389.90720819497
2013-03-08,1597.68984758278
2013-03-15,1003.88137498418
2013-03-22,3008.91554807693
2013-03-29,2876.68086749028
2013-04-05,2515.20187239876
2013-04-12,1625.29136658199
2013-04-19,1190.08348796067
2013-04-26,2365.46015136901
2013-05-03,1984.55411915916
2013-05-10,2233.69869381254
2013-05-17,1784.42124418518
2013-05-24,2330.46793375032
2013-05-31,960.365071645447
2013-06-07,3343.66733165877
2013-06-14,3501.05413191096
2013-06-21,1876.8768691237
2013-06-28,2420.78392400996
2013-07-05,1996.45177662111
2013-07-12,2661.8401617405
2013-07-19,1632.08741771519
2013-07-26,1433.59385310273
2013-08-02,1123.38802288987
2013-08-09,1917.53614937093
2013-08-16,2700.9307747991
2013-08-23,1339.00604787857
2013-08-30,2249.27477693712
2013-09-06,1890.74252282333
2013-09-13,2273.3905949735
2013-09-20,1903.65687395737
2013-09-27,2560.77298093692
2013-10-04,1738.75540587856
2013-10-11,2815.48951111197
2013-10-18,1741.51943913055
2013-10-25,1570.62840864527
2013-11-01,1151.43154097032
2013-11-08,1681.76159332895
2013-11-15,810.439507899141
2013-11-22,1340.61108056852
2013-11-29,1321.47050313959
2013-12-06,1401.77586624137
2013-12-13,2961.40490120104
2013-12-20,949.632364118677
2013-12-27,3822.14333387967
2014-01-03,1618.55412128066
2014-01-10,2103.18855839556
2014-01-17,1661.9213014378
2014-01-24,1415.69898494578
2014-01-31,970.901743002283
2014-02-07,2095.80077360201
2014-02-14,737.441512965777
2014-02-21,491.320112879886
2014-02-28,4275.14686073246
2014-03-07,2049.75786259828
2014-03-14,2814.75546577388
2014-03-21,3413.53482087808
2014-03-28,1789.20243559858
2014-04-04,3231.67313918501
2014-04-11,486.097557648765
2014-04-18,1824.22185313855
2014-04-25,2634.54809586106
2014-05-02,3516.44640411416
2014-05-09,1582.80801409327
2014-05-16,2473.10835312332
2014-05-23,1893.64630782549
2014-05-30,2123.33099907894
2014-06-06,1317.55456463829
2014-06-13,1508.18674125642
2014-06-20,1773.85380443807
2014-06-27,1349.26507989598
2014-07-04,2696.19756109501
2014-07-11,2183.63264990109
2014-07-18,2560.35492339809
2014-07-25,2626.14846614741
2014-08-01,651.455851417221
2014-08-08,1999.0511120175
2014-08-15,1596.08880320938
2014-08-22,2374.68961831178
2014-08-29,2014.89602417847
2014-09-05,1493.64640876453
2014-09-12,2530.9944180911
2014-09-19,2785.18787521452
2014-09-26,2590.46221632385
2014-10-03,1664.64524886863
2014-10-10,2166.02770280757
2014-10-17,1972.50201132635
2014-10-24,2620.35407050381
2014-10-31,1877.262369104
2014-11-07,3182.04054589634
2014-11-14,1952.80916514186
2014-11-21,1409.43577115173
2014-11-28,2629.36013878827
2014-12-05,2183.13666584503
2014-12-12,2202.21967569828
2014-12-19,2462.6615469355
2014-12-26,1106.78419733358
2015-01-02,1426.59457275874
2015-01-09,2238.4571172851
2015-01-16,1242.90800972253
2015-01-23,2916.87438348128
2015-01-30,1875.49486692653
2015-02-06,1379.33816211854
2015-02-13,1938.67751819348
2015-02-20,2011.78315198845
2015-02-27,1462.87116415425
2015-03-06,2619.98933967146
2015-03-13,4211.82261732984
2015-03-20,1949.78479269293
2015-03-27,3271.99194440882
2015-04-03,1353.88295731242
2015-04-10,3325.55949328058
2015-04-17,2145.0569316331
2015-04-24,2682.20659999359
2015-05-01,2527.48434866204
2015-05-08,2208.13004940912
2015-05-15,1575.27002138098
2015-05-22,1375.26214800231
2015-05-29,2507.7017613495
2015-06-05,1691.23905427277
2015-06-12,1507.46315492314
2015-06-19,1584.62675567442
2015-06-26,2380.77524820097
2015-07-03,1654.45587421809
2015-07-10,745.432740613465
2015-07-17,1662.86684656899
2015-07-24,1818.72000735505
2015-07-31,2160.84765879091
2015-08-07,2249.37260494507
2015-08-14,2373.97652315689
2015-08-21,1649.01075813746
2015-08-28,2673.80211865949
2015-09-04,3109.91498189823
2015-09-11,1239.10767373456
2015-09-18,1676.71393718566
2015-09-25,473.039330515043
2015-10-02,2211.32387435411
2015-10-09,1643.04550051855
2015-10-16,1202.00429712007
2015-10-23,984.96847025884
2015-10-30,1708.83238807628
2015-11-06,1983.57208848284
2015-11-13,2858.52443988911
2015-11-20,2294.50049310424
2015-11-27,2157.61157718841
2015-12-04,1142.14908004342
2015-12-11,2119.89671362935
2015-12-18,1522.95861522819
2015-12-25,2567.81082480906
2016-01-01,1991.38119704723
2016-01-08,1131.58494545919
2016-01-15,1794.51059041616
2016-01-22,3111.4703863565
2016-01-29,1852.57366902733
2016-02-05,1458.43263529973
2016-02-12,1837.4498728654
2016-02-19,1672.51725145043
2016-02-26,1900.52486577985
2016-03-04,76.5353253877779
2016-03-11,2496.60222355041
2016-03-18,1000.23509264564
2016-03-25,2540.51916814357
2016-04-01,2775.75423639565
2016-04-08,2400.89394988077
2016-04-15,2078.3074593604
2016-04-22,2650.23599589015
2016-04-29,639.852247991228
2016-05-06,2607.88440378735
2016-05-13,813.121368706219
2016-05-20,2330.24886614715
2016-05-27,1701.83977383077
2016-06-03,1934.6066172309
2016-06-10,1398.79342725345
2016-06-17,2287.1624604609
2016-06-24,1311.59100654996
2016-07-01,2407.15705211822
2016-07-08,1691.88059546926
2016-07-15,3335.59929084587
2016-07-22,975.486757671771
2016-07-29,2022.37571540882
2016-08-05,2429.12054635598
2016-08-12,2640.01286704611
2016-08-19,3670.66939693635
2016-08-26,2029.43506016041
2016-09-02,1007.53627298979
2016-09-09,3002.10575879257
2016-09-16,2525.345913064
2016-09-23,2666.09369731824
2016-09-30,1326.99236831156
2016-10-07,1316.57734917572
2016-10-14,2436.65017228784
2016-10-21,3040.19256117794
2016-10-28,1457.45930539731
2016-11-04,4226.70282979823
2016-11-11,2322.75935378864
2016-11-18,1388.10590295404
2016-11-25,2060.38110969485
2016-12-02,1129.55990845985
2016-12-09,789.025639120877
2016-12-16,2468.93881611855
2016-12-23,1860.50531818365
2016-12-30,2104.90746944352
2017-01-06,2549.18111266295
2017-01-13,1479.45291413183
2017-01-20,2824.36060679914
2017-01-27,2052.26750426779
2017-02-03,2202.91984577711
2017-02-10,2495.50816839694
2017-02-17,2821.50550686372
2017-02-24,1046.28327281669
2017-03-03,988.848409468924
2017-03-10,886.879079827166
2017-03-17,1900.82931588704
2017-03-24,1902.02436201645
2017-03-31,3121.41771826492
2017-04-07,1591.43104931164
2017-04-14,1527.89763983428
2017-04-21,2818.96934676548
2017-04-28,2110.85401006856
2017-05-05,2234.24567412342
2017-05-12,2153.47393717036
2017-05-19,1350.09350958193
2017-05-26,794.41415461146
2017-06-02,1123.97956516255
2017-06-09,1690.7799100825
2017-06-16,2661.94561520186
2017-06-23,2113.49981169321
2017-06-30,1769.71716057871
2017-07-07,1170.6461811048
2017-07-14,2646.22570724269
2017-07-21,1973.80232621227
2017-07-28,2024.24017497607
2017-08-04,1880.34621345243
2017-08-11,1108.43995380708
2017-08-18,1622.71362761305
2017-08-25,3388.97226638372
2017-09-01,1659.07766091153
2017-09-08,2079.37135078229
2017-09-15,2488.30546514379
2017-09-22,2985.10706317305
2017-09-29,2370.04634396202
2017-10-06,2123.78526060475
2017-10-13,2589.20691741845
2017-10-20,2761.14619161709
2017-10-27,2354.89931772263
2017-11-03,2581.05440776739
2017-11-10,1500.63005350356
2017-11-17,1876.10234545694
2017-11-24,2876.34475174839
2017-12-01,1881.17772826106
2017-12-08,2433.35406395064
2017-12-15,2150.35186433315
2017-12-22,411.300625375602
2017-12-29,2483.35201440816
2018-01-05,2259.93897412096
2018-01-12,1116.30946856985
2018-01-19,1499.98240592661
2018-01-26,650.879048884309
2018-02-02,2686.56702342791
2018-02-09,1439.12096077056
2018-02-16,1954.53460608678
2018-02-23,1952.1647620244
2018-03-02,2073.83305884771
2018-03-09,708.736816167685
2018-03-16,2483.257845961
2018-03-23,1577.91686586382
2018-03-30,1592.90682855883
2018-04-06,2387.78337926471
2018-04-13,2024.28099870032
2018-04-20,2325.35844772869
2018-04-27,1443.43408799554
2018-05-04,1759.50040289569
2018-05-11,1168.1857109734
2018-05-18,444.577040687361
2018-05-25,2061.84265607972
2018-06-01,3389.83513707389
2018-06-08,2854.80556900287
2018-06-15,1697.25785673687
2018-06-22,1710.34888886697
2018-06-29,2054.34495277851
2018-07-06,2049.33512043574
2018-07-13,2134.30129619745
2018-07-20,2823.14535836023
2018-07-27,1930.24345015629
2018-08-03,2040.06830090257
2018-08-10,2405.93499503851
2018-08-17,3364.44535505635
2018-08-24,1883.55943611766
2018-08-31,2197.47014362299
2018-09-07,427.709413623725
2018-09-14,2017.45138121022
2018-09-21,4408.91036555584
2018-09-28,2708.65159138823
2018-10-05,2593.74048944127
2018-10-12,1884.99734416399
2018-10-19,2202.99262110382
2018-10-26,3145.77981574815
2018-11-02,978.654420790408
2018-11-09,3271.97560178043
2018-11-16,798.781742984568
2018-11-23,2488.95871606116
2018-11-30,893.238621500852
2018-12-07,1909.19152444041
2018-12-14,1711.67911816634
2018-12-21,2295.07197607112
2018-12-28,2646.03449359114
2019-01-04,2117.02785641372
2019-01-11,1589.38925920633
2019-01-18,1731.97315508066
2019-01-25,1816.86081610136
2019-02-01,1844.7245927512
2019-02-08,1395.53472915332
2019-02-15,2030.56420219148
2019-02-22,39.2395569024393
2019-03-01,2019.06475483453
2019-03-08,1605.48155250141
2019-03-15,3435.60174501308
2019-03-22,2239.88304502056
2019-03-29,3694.587887276
2019-04-05,2316.16995269859
2019-04-12,2260.92304613928
2019-04-19,1167.13995474748
2019-04-26,2541.36943358463
2019-05-03,1318.26711999307
2019-05-10,2123.52716004403
2019-05-17,2946.13506218997
2019-05-24,2546.54233091258
2019-05-31,2397.2418856189
2019-06-07,2678.94511498387
2019-06-14,3535.41038524248
2019-06-21,1856.90900528939
2019-06-28,1968.67597208001
2019-07-05,1393.76479687921
2019-07-12,1312.09170179692
2019-07-19,1209.15054535344
2019-07-26,2223.92464932912
2019-08-02,2789.17891050893
2019-08-09,2247.969132199
2019-08-16,1396.76559705607
2019-08-23,2942.03934890712
2019-08-30,1859.99634139643
2019-09-06,1369.40362405951
2019-09-13,2030.5982481828
2019-09-20,296.093114358721
2019-09-27,1192.89534678391
2019-10-04,2910.3666718312
2019-10-11,1676.46760806263
2019-10-18,2053.1473257658
2019-10-25,891.048339763383
2019-11-01,2207.94954457668
2019-11-08,1778.91163278763
2019-11-15,1555.37103485894
2019-11-22,2040.60805678038
2019-11-29,2527.1311423416
2019-12-06,653.898678480382
2019-12-13,502.909665175223
2019-12-20,1286.60637412679
2019-12-27,1054.8481295692
2020-01-03,2253.68218333442
2020-01-10,1710.99367528883
2020-01-17,1664.11371941921
2020-01-24,2093.66051168842
2020-01-31,2354.28785203086
2020-02-07,1083.54597730316
2020-02-14,2119.32137875047
2020-02-21,1346.65762854537
